"","spp","lat","lon","species_original"
"7008","Qualea grandiflora",-15.504444,-48.5075,"Qualea grandiflora"
"7009","Trembleya laniflora",-21.333333,-44.216667,"Trembleya laniflora"
"7010","Qualea parviflora",-15.4991666,-44.7752778,"Qualea parviflora"
"7011","Qualea parviflora",-10.408056,-41.408833,"Qualea parviflora"
"7012","Qualea grandiflora",-16.38,-48.24,"Qualea grandiflora"
"7013","Qualea parviflora",-7.616667,-46.3,"Qualea parviflora"
"7014","Vochysia rufa",-14.383333,-49,"Vochysia rufa"
"7015","Miconia albicans",9.73,-84.31,"Miconia albicans"
"7016","Qualea grandiflora",-18.143333,-48.558889,"Qualea grandiflora"
"7017","Qualea dichotoma",-13.060556,-41.886389,"Qualea dichotoma"
"7018","Miconia albicans",-7.041944,-35.709722,"Miconia albicans"
"7019","Trembleya laniflora",-18.184722,-43.573611,"Trembleya laniflora"
"7020","Qualea multiflora",-21.7103,-47.4781,"Qualea multiflora"
"7021","Vochysia tucanorum",-17.5,-61.5,"Vochysia tucanorum"
"7022","Qualea grandiflora",-3.499722,-42.56,"Qualea grandiflora"
"7023","Trembleya laniflora",-20.488333,-43.697222,"Trembleya laniflora"
"7024","Miconia albicans",-13.266667,-41.883333,"Miconia albicans"
"7025","Qualea multiflora",-22.1006,-48.1827,"Qualea multiflora"
"7026","Salvertia convallariodora",-10.8339,-52.8731,"Salvertia convallariodora"
"7027","Vochysia tucanorum",-16.7261,-64.435,"Vochysia tucanorum"
"7028","Trembleya laniflora",-19.508,-43.5725,"Trembleya laniflora"
"7029","Qualea grandiflora",-14.615556,-68.682778,"Qualea grandiflora"
"7030","Miconia albicans",-6.963333,-35.691389,"Miconia albicans"
"7031","Qualea cordata",-22.2758334,-57.5716667,"Qualea cordata"
"7032","Miconia albicans",-23.0661,-45.6195,"Miconia albicans"
"7033","Qualea dichotoma",-12.582222,-41.390556,"Qualea dichotoma"
"7034","Qualea dichotoma",-13.128667,-41.7855,"Qualea dichotoma"
"7035","Qualea dichotoma",-11.626667,-41.001944,"Qualea dichotoma"
"7036","Qualea parviflora",-20.0983,-47.4042,"Qualea parviflora"
"7037","Miconia albicans",-22.813944,-48.743278,"Miconia albicans"
"7038","Vochysia rufa",-16.2525,-47.9503,"Vochysia rufa"
"7039","Miconia albicans",-22.4778,-51.3148,"Miconia albicans"
"7040","Vochysia tucanorum",-24.10575,-52.321667,"Vochysia tucanorum"
"7041","Miconia ferruginata",-16.866667,-53.716667,"Miconia ferruginata"
"7042","Salvertia convallariodora",-12.5175,-45.097778,"Salvertia convallariodora"
"7043","Vochysia rufa",-17.448889,-52.134722,"Vochysia rufa"
"7044","Miconia ferruginata",-15.43,-55.73,"Miconia ferruginata"
"7045","Qualea grandiflora",-16.95,-51.816667,"Qualea grandiflora"
"7046","Qualea grandiflora",-15.5,-48.583333,"Qualea grandiflora"
"7047","Miconia albicans",-6.741861,-35.142056,"Miconia albicans"
"7048","Miconia albicans",-6.502222,-34.976944,"Miconia albicans"
"7049","Miconia albicans",-7.114167,-34.978056,"Miconia albicans"
"7050","Vochysia tucanorum",-18.33333,-59.5,"Vochysia tucanorum"
"7051","Salvertia convallariodora",-14.40861,-56.44583,"Salvertia convallariodora"
"7052","Miconia albicans",6.988889,-75.146111,"Miconia albicans"
"7053","Vochysia tucanorum",-25.433333,-50.233333,"Vochysia tucanorum"
"7054","Campomanesia adamantium",-17.25,-53.35,"Campomanesia adamantium"
"7055","Vochysia rufa",-14.49611,-48.45,"Vochysia rufa"
"7056","Trembleya laniflora",-19.094444,-43.645,"Trembleya laniflora"
"7057","Qualea cordata",-26.05,-56.83333,"Qualea cordata"
"7058","Qualea grandiflora",-13.593333,-47.225,"Qualea grandiflora"
"7059","Qualea dichotoma",-12.653987,-41.339199,"Qualea dichotoma"
"7060","Trembleya laniflora",-20.506667,-43.641111,"Trembleya laniflora"
"7061","Miconia albicans",-20.058556,-40.470639,"Miconia albicans"
"7062","Salvertia convallariodora",-10.8339,-52.8731,"Salvertia convallariodora"
"7063","Salvertia convallariodora",-12.15,-44.983333,"Salvertia convallariodora"
"7064","Qualea grandiflora",-14.221944,-47.9075,"Qualea grandiflora"
"7065","Qualea multiflora",-13.951111,-40.111944,"Qualea multiflora"
"7066","Salvertia convallariodora",-10.8339,-52.8731,"Salvertia convallariodora"
"7067","Campomanesia adamantium",-22.631878,-56.211643,"Campomanesia adamantium"
"7068","Miconia albicans",-22.4492,-51.2917,"Miconia albicans"
"7069","Vochysia elliptica",-13.366667,-41.95,"Vochysia elliptica"
"7070","Qualea dichotoma",-13.103056,-41.433611,"Qualea dichotoma"
"7071","Coccoloba cereifera",-19.285278,-43.575833,"Coccoloba cereifera"
"7072","Qualea parviflora",-12.1575,-44.6175,"Qualea parviflora"
"7073","Campomanesia adamantium",-22.632737,-56.260051,"Campomanesia adamantium"
"7074","Miconia ferruginata",-14.473611,-55.680556,"Miconia ferruginata"
"7075","Psittacanthus robustus",-14.733333,-52.333333,"Psittacanthus robustus"
"7076","Salvertia convallariodora",-16.47083,-54.63556,"Salvertia convallariodora"
"7077","Salvertia convallariodora",-12.15,-44.983333,"Salvertia convallariodora"
"7078","Qualea dichotoma",-13.005833,-41.389444,"Qualea dichotoma"
"7079","Salvertia convallariodora",-12.216667,-45.816667,"Salvertia convallariodora"
"7080","Trembleya laniflora",-20.083333,-43.45,"Trembleya laniflora"
"7081","Miconia albicans",-7.071944,-36.193611,"Miconia albicans"
"7082","Miconia albicans",-19.226944,-47.156667,"Miconia albicans"
"7083","Coccoloba cereifera",-19.293056,-43.589722,"Coccoloba cereifera"
"7084","Miconia albicans",17.05,-88.983,"Miconia albicans"
"7085","Miconia albicans",-6.604444,-35.129167,"Miconia albicans"
"7086","Vochysia elliptica",-15.3675,-45.95722,"Vochysia elliptica"
"7087","Vochysia tucanorum",-23.913778,-52.754778,"Vochysia tucanorum"
"7088","Qualea grandiflora",-16.269917,-44.405528,"Qualea grandiflora"
"7089","Qualea dichotoma",-13.033889,-41.195,"Qualea dichotoma"
"7090","Miconia albicans",16.98333,-88.83333,"Miconia albicans"
"7091","Miconia albicans",-6.493611,-34.978611,"Miconia albicans"
"7092","Qualea dichotoma",-12.455556,-41.470833,"Qualea dichotoma"
"7093","Vochysia elliptica",-14.553611,-42.555278,"Vochysia elliptica"
"7094","Salvertia convallariodora",-10.8339,-52.8731,"Salvertia convallariodora"
"7095","Coccoloba cereifera",-19.273333,-43.550278,"Coccoloba cereifera"
"7096","Qualea cordata",-22.3546,-49.0319,"Qualea cordata"
"7097","Vochysia rufa",-12.983888,-46.444166,"Vochysia rufa"
"7098","Miconia albicans",-22.6065,-49.0459,"Miconia albicans"
"7099","Miconia albicans",-21.3403,-47.7294,"Miconia albicans"
"7100","Qualea grandiflora",-16.173222,-48.42475,"Qualea grandiflora"
"7101","Qualea grandiflora",-14.945556,-47.021944,"Qualea grandiflora"
"7102","Campomanesia adamantium",-22.6667,-56.0833,"Campomanesia adamantium"
"7103","Miconia albicans",-6.838889,-35.125833,"Miconia albicans"
"7104","Miconia albicans",1.52,-74.02,"Miconia albicans"
"7105","Vochysia tucanorum",-24.1455,-50.309083,"Vochysia tucanorum"
"7106","Vochysia rufa",-14.067778,-47.638889,"Vochysia rufa"
"7107","Qualea dichotoma",-14.451389,-42.525,"Qualea dichotoma"
"7108","Salvertia convallariodora",-10.8339,-52.8731,"Salvertia convallariodora"
"7109","Vochysia elliptica",-13.266389,-42.146111,"Vochysia elliptica"
"7110","Coccoloba cereifera",-19.273333,-43.550278,"Coccoloba cereifera"
"7111","Qualea dichotoma",-12.55,-41.433333,"Qualea dichotoma"
"7112","Qualea grandiflora",-14.061111,-48.382778,"Qualea grandiflora"
"7113","Qualea grandiflora",-13.597928,-47.457972,"Qualea grandiflora"
"7114","Vochysia rufa",-13.893056,-48.161944,"Vochysia rufa"
"7115","Miconia albicans",16.983333,-88.966667,"Miconia albicans"
"7116","Vochysia rufa",-12.983889,-46.444167,"Vochysia rufa"
"7117","Vochysia elliptica",-14.554444,-42.557222,"Vochysia elliptica"
"7118","Qualea grandiflora",-9.110833,-45.929722,"Qualea grandiflora"
"7119","Trembleya laniflora",-20.466667,-43.683333,"Trembleya laniflora"
"7120","Vochysia rufa",-14.067778,-47.638889,"Vochysia rufa"
"7121","Salvertia convallariodora",-10.8339,-52.8731,"Salvertia convallariodora"
"7122","Miconia albicans",15.7424838707082,-92.2849305057748,"Miconia albicans"
"7123","Salvertia convallariodora",-12.518889,-45.098889,"Salvertia convallariodora"
"7124","Vochysia elliptica",-14.586389,-42.540278,"Vochysia elliptica"
"7125","Psittacanthus robustus",-16.5,-42.9166667,"Psittacanthus robustus"
"7126","Salvertia convallariodora",-12.969722,-46.009444,"Salvertia convallariodora"
"7127","Vochysia rufa",-17.74194,-48.62472,"Vochysia rufa"
"7128","Miconia albicans",-7.115,-34.863056,"Miconia albicans"
"7129","Qualea dichotoma",-12.8,-41.316667,"Qualea dichotoma"
"7130","Vochysia elliptica",-16.80444,-42.34306,"Vochysia elliptica"
"7131","Vochysia elliptica",-13.6,-41.816667,"Vochysia elliptica"
"7132","Qualea grandiflora",-2.416667,-54.75,"Qualea grandiflora"
"7133","Miconia albicans",-6.604722,-35.134722,"Miconia albicans"
"7134","Vochysia elliptica",-12.0375,-42.680556,"Vochysia elliptica"
"7135","Qualea grandiflora",-17.900278,-51.711944,"Qualea grandiflora"
"7136","Vochysia tucanorum",-24.1455,-50.309083,"Vochysia tucanorum"
"7137","Qualea grandiflora",-9.110833,-45.929722,"Qualea grandiflora"
"7138","Miconia ferruginata",-16.03333,-59.5,"Miconia ferruginata"
"7139","Miconia albicans",-7.26,-34.9075,"Miconia albicans"
"7140","Salvertia convallariodora",-14.73,-52.33,"Salvertia convallariodora"
"7141","Qualea dichotoma",-13.2,-41.5,"Qualea dichotoma"
"7142","Psittacanthus robustus",-14.41,-56.45,"Psittacanthus robustus"
"7143","Miconia albicans",7.11666,-75.71666,"Miconia albicans"
"7144","Qualea grandiflora",-16.2815,-48.794083,"Qualea grandiflora"
"7145","Salvertia convallariodora",-11.438888,-46.071388,"Salvertia convallariodora"
"7146","Vochysia rufa",-14.116667,-47.283333,"Vochysia rufa"
"7147","Qualea dichotoma",-12.560278,-41.403056,"Qualea dichotoma"
"7148","Trembleya laniflora",-20.228056,-43.570833,"Trembleya laniflora"
"7149","Vochysia rufa",-17.31666,-49.41666,"Vochysia rufa"
"7150","Vochysia elliptica",-14.687778,-42.5475,"Vochysia elliptica"
"7151","Vochysia rufa",-14.566666,-49.033333,"Vochysia rufa"
"7152","Vochysia tucanorum",-23.7275,-50.7411,"Vochysia tucanorum"
"7153","Miconia albicans",17.0361111,-88.9480555,"Miconia albicans"
"7154","Trembleya laniflora",-20.117889,-43.519139,"Trembleya laniflora"
"7155","Trembleya laniflora",-21.333333,-44.216667,"Trembleya laniflora"
"7156","Salvertia convallariodora",-12.22,-61.02,"Salvertia convallariodora"
"7157","Miconia albicans",7.11666,-75.71666,"Miconia albicans"
"7158","Miconia albicans",-6.741861,-35.142056,"Miconia albicans"
"7159","Qualea dichotoma",-13.283333,-41.883333,"Qualea dichotoma"
"7160","Qualea grandiflora",-15.416667,-48.166667,"Qualea grandiflora"
"7161","Vochysia elliptica",-14.259444,-42.516667,"Vochysia elliptica"
"7162","Qualea dichotoma",-12.4536111,-41.4472222,"Qualea dichotoma"
"7163","Vochysia tucanorum",-21.6169,-47.6,"Vochysia tucanorum"
"7164","Qualea dichotoma",-12.566667,-41.383333,"Qualea dichotoma"
"7165","Qualea dichotoma",-13.103056,-41.433611,"Qualea dichotoma"
"7166","Trembleya laniflora",-20.2875,-43.5081,"Trembleya laniflora"
"7167","Trembleya laniflora",-20.483333,-43.716667,"Trembleya laniflora"
"7168","Qualea grandiflora",-13.593333,-47.225,"Qualea grandiflora"
"7169","Salvertia convallariodora",-15.67,-47.67,"Salvertia convallariodora"
"7170","Salvertia convallariodora",-11.543056,-66.559722,"Salvertia convallariodora"
"7171","Coccoloba cereifera",-19.333333,-43.583333,"Coccoloba cereifera"
"7172","Miconia albicans",-7.115,-34.863056,"Miconia albicans"
"7173","Vochysia rufa",-15.800278,-49.024167,"Vochysia rufa"
"7174","Miconia albicans",7.12,-75.72,"Miconia albicans"
"7175","Qualea grandiflora",-5.233333,-44.466667,"Qualea grandiflora"
"7176","Vochysia tucanorum",-24.10575,-52.321667,"Vochysia tucanorum"
"7177","Qualea grandiflora",-7.437778,-46.338889,"Qualea grandiflora"
"7178","Psittacanthus robustus",-7.38,-45.07,"Psittacanthus robustus"
"7179","Miconia ferruginata",-15.43,-55.83,"Miconia ferruginata"
"7180","Qualea dichotoma",-12.25,-41.3,"Qualea dichotoma"
"7181","Qualea dichotoma",-11.490278,-41.338056,"Qualea dichotoma"
"7182","Vochysia tucanorum",-20.5528,-49.2467,"Vochysia tucanorum"
"7183","Miconia albicans",5.15,-69.17,"Miconia albicans"
"7184","Vochysia elliptica",-13.3,-41.85,"Vochysia elliptica"
"7185","Coccoloba cereifera",-19.266667,-43.6,"Coccoloba cereifera"
"7186","Vochysia elliptica",-14.554444,-42.557222,"Vochysia elliptica"
"7187","Salvertia convallariodora",-11.116667,-42.733333,"Salvertia convallariodora"
"7188","Campomanesia adamantium",-22.66416,-56.32166,"Campomanesia adamantium"
"7189","Vochysia rufa",-14.206111,-48.056944,"Vochysia rufa"
"7190","Qualea cordata",-22.2758,-57.5717,"Qualea cordata"
"7191","Qualea cordata",-18.33333,-59.75,"Qualea cordata"
"7192","Vochysia tucanorum",-23.7275,-50.7411,"Vochysia tucanorum"
"7193","Qualea dichotoma",-12.045,-41.133889,"Qualea dichotoma"
"7194","Qualea grandiflora",-13.540156,-47.526628,"Qualea grandiflora"
"7195","Vochysia rufa",-14.48861,-48.55722,"Vochysia rufa"
"7196","Qualea cordata",-26.05,-56.83333,"Qualea cordata"
"7197","Qualea cordata",-26.05,-56.8,"Qualea cordata"
"7198","Trembleya laniflora",-20.5,-43.633333,"Trembleya laniflora"
"7199","Miconia albicans",16.96666,-88.98333,"Miconia albicans"
"7200","Vochysia rufa",-14.067778,-47.638889,"Vochysia rufa"
"7201","Miconia albicans",-22.4778,-51.3148,"Miconia albicans"
"7202","Miconia ferruginata",-14.473611,-55.680556,"Miconia ferruginata"
"7203","Salvertia convallariodora",-11.18,-42.725278,"Salvertia convallariodora"
"7204","Vochysia rufa",-15.385278,-48.966111,"Vochysia rufa"
"7205","Campomanesia adamantium",-22.63333,-56.06666,"Campomanesia adamantium"
"7206","Miconia albicans",-5.0044444,-79.0894444,"Miconia albicans"
"7207","Salvertia convallariodora",-11.083333,-42.733333,"Salvertia convallariodora"
"7208","Trembleya laniflora",-20.147222,-43.924722,"Trembleya laniflora"
"7209","Miconia albicans",-6.627222,-35.248611,"Miconia albicans"
"7210","Qualea grandiflora",-15.783333,-49.133333,"Qualea grandiflora"
"7211","Miconia albicans",-24.08,-55.42,"Miconia albicans"
"7212","Miconia albicans",-5.36861,-49.11778,"Miconia albicans"
"7213","Salvertia convallariodora",-11.18,-42.725278,"Salvertia convallariodora"
"7214","Vochysia elliptica",-13.25,-41.783333,"Vochysia elliptica"
"7215","Miconia albicans",-24.08,-55.42,"Miconia albicans"
"7216","Vochysia rufa",-16.5,-52.383333,"Vochysia rufa"
"7217","Qualea dichotoma",-13.383889,-41.889722,"Qualea dichotoma"
"7218","Vochysia tucanorum",-23.913778,-52.754778,"Vochysia tucanorum"
"7219","Salvertia convallariodora",-11.106667,-42.720556,"Salvertia convallariodora"
"7220","Qualea grandiflora",-17.85,-48.55,"Qualea grandiflora"
"7221","Qualea grandiflora",-14.916667,-50.5,"Qualea grandiflora"
"7222","Miconia albicans",-22.8139,-48.7433,"Miconia albicans"
"7223","Coccoloba cereifera",-19.299444,-43.592222,"Coccoloba cereifera"
"7224","Qualea parviflora",-22.261111,-47.807222,"Qualea parviflora"
"7225","Miconia albicans",16.983,-88.967,"Miconia albicans"
"7226","Vochysia rufa",-13.512778,-47.539444,"Vochysia rufa"
"7227","Qualea dichotoma",-13.597778,-41.828056,"Qualea dichotoma"
"7228","Qualea dichotoma",-12.45,-41.45,"Qualea dichotoma"
"7229","Miconia albicans",-7.115,-34.863056,"Miconia albicans"
"7230","Psittacanthus robustus",-14.7056,-47.5247,"Psittacanthus robustus"
"7231","Miconia albicans",-7.04171,-35.156481,"Miconia albicans"
"7232","Qualea dichotoma",-12.635556,-41.369167,"Qualea dichotoma"
"7233","Qualea grandiflora",-13.973333,-48.392778,"Qualea grandiflora"
"7234","Vochysia rufa",-15.883333,-49.675,"Vochysia rufa"
"7235","Qualea grandiflora",-16.717778,-48.012222,"Qualea grandiflora"
"7236","Qualea grandiflora",-6.344722,-46.947222,"Qualea grandiflora"
"7237","Qualea dichotoma",-13.103056,-41.433611,"Qualea dichotoma"
"7238","Vochysia elliptica",-13.33056,-42.09833,"Vochysia elliptica"
"7239","Qualea multiflora",-14.316667,-55.4,"Qualea multiflora"
"7240","Vochysia tucanorum",-24.996539,-53.487011,"Vochysia tucanorum"
"7241","Salvertia convallariodora",-10.8339,-52.8731,"Salvertia convallariodora"
"7242","Trembleya laniflora",-20.500833,-43.662222,"Trembleya laniflora"
"7243","Qualea grandiflora",-14.466667,-48.45,"Qualea grandiflora"
"7244","Vochysia rufa",-14.0267,-49.2049,"Vochysia rufa"
"7245","Miconia albicans",14.33777,-87.15777,"Miconia albicans"
"7246","Campomanesia adamantium",-22.108,-48.051,"Campomanesia adamantium"
"7247","Miconia albicans",17,-89.033,"Miconia albicans"
"7248","Psittacanthus robustus",-14.7056,-47.5247,"Psittacanthus robustus"
"7249","Vochysia rufa",-18.439444,-51.995278,"Vochysia rufa"
"7250","Qualea dichotoma",-12.2146,-41.1457,"Qualea dichotoma"
"7251","Miconia albicans",14.085,-87.16694,"Miconia albicans"
"7252","Qualea grandiflora",-14.404444,-48.416389,"Qualea grandiflora"
"7253","Salvertia convallariodora",-12.216667,-45.816667,"Salvertia convallariodora"
"7254","Vochysia elliptica",-13.316667,-41.833333,"Vochysia elliptica"
"7255","Vochysia thyrsoidea",-19.28667,-43.60333,"Vochysia thyrsoidea"
"7256","Salvertia convallariodora",-12.15,-44.983333,"Salvertia convallariodora"
"7257","Campomanesia adamantium",-20.1822,-47.3069,"Campomanesia adamantium"
"7258","Miconia albicans",7.13201,-75.02851,"Miconia albicans"
"7259","Miconia albicans",-19.82056,-40.27306,"Miconia albicans"
"7260","Trembleya laniflora",-20.118922,-43.467378,"Trembleya laniflora"
"7261","Qualea multiflora",-21.7944,-48.1756,"Qualea multiflora"
"7262","Qualea dichotoma",-12.56182,-41.386337,"Qualea dichotoma"
"7263","Qualea dichotoma",-13.597778,-41.828056,"Qualea dichotoma"
"7264","Coccoloba cereifera",-19.289444,-43.587778,"Coccoloba cereifera"
"7265","Qualea grandiflora",-17.900278,-51.711944,"Qualea grandiflora"
"7266","Miconia albicans",17.06666,-88.98333,"Miconia albicans"
"7267","Miconia albicans",-6.741861,-35.142056,"Miconia albicans"
"7268","Campomanesia adamantium",-22.66,-56.32,"Campomanesia adamantium"
"7269","Qualea dichotoma",-13.060833,-41.886389,"Qualea dichotoma"
"7270","Qualea parviflora",-15.46083,-55.74944,"Qualea parviflora"
"7271","Psittacanthus robustus",-14.733333,-52.333333,"Psittacanthus robustus"
"7272","Qualea dichotoma",-13.53333,-41.9,"Qualea dichotoma"
"7273","Miconia ferruginata",-15.466667,-56.333333,"Miconia ferruginata"
"7274","Miconia albicans",17.15,-88.6833333,"Miconia albicans"
"7275","Vochysia elliptica",-13.483333,-41.816667,"Vochysia elliptica"
"7276","Qualea grandiflora",-7.0725,-45.065833,"Qualea grandiflora"
"7277","Salvertia convallariodora",-10.8339,-52.8731,"Salvertia convallariodora"
"7278","Vochysia cinnamomea",-22.2,-47.85,"Vochysia cinnamomea"
"7279","Salvertia convallariodora",-10.8339,-52.8731,"Salvertia convallariodora"
"7280","Salvertia convallariodora",-11.116667,-42.733333,"Salvertia convallariodora"
"7281","Vochysia rufa",-13.75,-47.333333,"Vochysia rufa"
"7282","Qualea parviflora",-12.1575,-44.6175,"Qualea parviflora"
"7283","Miconia albicans",-23.413889,-48.363056,"Miconia albicans"
"7284","Campomanesia adamantium",-22.66666,-56.08333,"Campomanesia adamantium"
"7285","Miconia albicans",7,-75.5,"Miconia albicans"
"7286","Miconia ferruginata",-14.333333,-58.1,"Miconia ferruginata"
"7287","Qualea cordata",-26.05,-56.83333,"Qualea cordata"
"7288","Miconia albicans",-22.6065,-49.0459,"Miconia albicans"
"7289","Miconia albicans",-6.734444,-35.166111,"Miconia albicans"
"7290","Miconia albicans",8.316667,-75.083333,"Miconia albicans"
"7291","Miconia albicans",-13.576111,-55.266944,"Miconia albicans"
"7292","Salvertia convallariodora",-14.333333,-56.45,"Salvertia convallariodora"
"7293","Miconia albicans",-7.096389,-35.2325,"Miconia albicans"
"7294","Vochysia tucanorum",-24.121389,-49.623889,"Vochysia tucanorum"
"7295","Qualea grandiflora",-14.466667,-48.45,"Qualea grandiflora"
"7296","Qualea grandiflora",-17.900278,-51.711944,"Qualea grandiflora"
"7297","Salvertia convallariodora",-10.8339,-52.8731,"Salvertia convallariodora"
"7298","Trembleya laniflora",-20.483333,-43.7,"Trembleya laniflora"
"7299","Qualea dichotoma",-13.268611,-42.145833,"Qualea dichotoma"
"7300","Qualea grandiflora",-8.658117,-45.828417,"Qualea grandiflora"
"7301","Vochysia tucanorum",-24.1714,-49.6599,"Vochysia tucanorum"
"7302","Miconia ferruginata",-13.47,-41.83,"Miconia ferruginata"
"7303","Salvertia convallariodora",-10.8339,-52.8731,"Salvertia convallariodora"
"7304","Qualea grandiflora",-16.083333,-47.82,"Qualea grandiflora"
"7305","Qualea cordata",-16.7261,-64.435,"Qualea cordata"
"7306","Vochysia elliptica",-18.45444,-43.74056,"Vochysia elliptica"
"7307","Salvertia convallariodora",-10.8339,-52.8731,"Salvertia convallariodora"
"7308","Vochysia rufa",-15.3625,-47.661111,"Vochysia rufa"
"7309","Miconia albicans",6.03333,-75.13333,"Miconia albicans"
"7310","Qualea grandiflora",-17.900278,-51.711944,"Qualea grandiflora"
"7311","Vochysia tucanorum",-22.0834,-48.5284,"Vochysia tucanorum"
"7312","Qualea parviflora",-17.12,-47.06,"Qualea parviflora"
"7313","Miconia ferruginata",-14.17,-56.3,"Miconia ferruginata"
"7314","Campomanesia adamantium",-22.630611,-56.214046,"Campomanesia adamantium"
"7315","Trembleya laniflora",-19.878333,-43.521111,"Trembleya laniflora"
"7316","Trembleya laniflora",-19.266667,-43.6,"Trembleya laniflora"
"7317","Miconia albicans",17.251917,-95.711917,"Miconia albicans"
"7318","Vochysia rufa",-15.9,-50.116667,"Vochysia rufa"
"7319","Qualea grandiflora",-15.783333,-49.133333,"Qualea grandiflora"
"7320","Trembleya laniflora",-19.127086,-43.655291,"Trembleya laniflora"
"7321","Salvertia convallariodora",-12.099167,-45.769444,"Salvertia convallariodora"
"7322","Qualea multiflora",-13.951111,-40.111944,"Qualea multiflora"
"7323","Trembleya laniflora",-19.283333,-43.6,"Trembleya laniflora"
"7324","Qualea grandiflora",-13.593194,-47.217611,"Qualea grandiflora"
"7325","Miconia albicans",-3.42,-78.58,"Miconia albicans"
"7326","Qualea dichotoma",-12.433333,-41.45,"Qualea dichotoma"
"7327","Qualea grandiflora",-17.743611,-48.689444,"Qualea grandiflora"
"7328","Campomanesia adamantium",-20.02472,-48.94056,"Campomanesia adamantium"
"7329","Miconia albicans",-14.556667,-46.449444,"Miconia albicans"
"7330","Miconia albicans",-7.114167,-34.978056,"Miconia albicans"
"7331","Qualea dichotoma",-12.29,-41.2,"Qualea dichotoma"
"7332","Vochysia rufa",-16.2525,-47.9503,"Vochysia rufa"
"7333","Campomanesia adamantium",-22.5833,-56.0833,"Campomanesia adamantium"
"7334","Trembleya laniflora",-20.192119,-43.606153,"Trembleya laniflora"
"7335","Qualea parviflora",-12.116667,-45.95,"Qualea parviflora"
"7336","Campomanesia adamantium",-18.92,-43.7427777,"Campomanesia adamantium"
"7337","Salvertia convallariodora",-1.88333,-54.65,"Salvertia convallariodora"
"7338","Qualea dichotoma",-13.6,-41.833333,"Qualea dichotoma"
"7339","Qualea grandiflora",-20.247778,-47.460278,"Qualea grandiflora"
"7340","Salvertia convallariodora",-11.116667,-42.733333,"Salvertia convallariodora"
"7341","Miconia albicans",-16.22,-67.78,"Miconia albicans"
"7342","Qualea grandiflora",-8.2666667,-46.05,"Qualea grandiflora"
"7343","Coccoloba cereifera",-19.299444,-43.592222,"Coccoloba cereifera"
"7344","Qualea grandiflora",-17.663056,-50.100833,"Qualea grandiflora"
"7345","Miconia albicans",1.55,-74.06,"Miconia albicans"
"7346","Salvertia convallariodora",-10.8339,-52.8731,"Salvertia convallariodora"
"7347","Miconia ferruginata",-15,-60,"Miconia ferruginata"
"7348","Qualea dichotoma",-13.060722,-41.886444,"Qualea dichotoma"
"7349","Qualea cordata",-14.586944,-42.540278,"Qualea cordata"
"7350","Miconia albicans",-13.082778,-41.860278,"Miconia albicans"
"7351","Miconia albicans",-22.166667,-47.25,"Miconia albicans"
"7352","Miconia albicans",-12.945556,-38.416389,"Miconia albicans"
"7353","Campomanesia adamantium",-10.8339,-52.8731,"Campomanesia adamantium"
"7354","Qualea parviflora",-16.70833,-49.09306,"Qualea parviflora"
"7355","Psittacanthus robustus",-13.516667,-42,"Psittacanthus robustus"
"7356","Qualea multiflora",-17.900278,-51.711944,"Qualea multiflora"
"7357","Psittacanthus robustus",-13.566667,-41.633333,"Psittacanthus robustus"
"7358","Qualea parviflora",-2.529722,-44.302778,"Qualea parviflora"
"7359","Qualea grandiflora",-17.994722,-57.486944,"Qualea grandiflora"
"7360","Miconia albicans",-9.383333,-49.883333,"Miconia albicans"
"7361","Psittacanthus robustus",-13.516667,-42,"Psittacanthus robustus"
"7362","Qualea grandiflora",-15,-45,"Qualea grandiflora"
"7363","Qualea multiflora",-15,-47,"Qualea multiflora"
"7364","Vochysia elliptica",-16.962194,-43.265111,"Vochysia elliptica"
"7365","Qualea grandiflora",-16.833333,-46.433333,"Qualea grandiflora"
"7366","Miconia albicans",-12.845,-39.489444,"Miconia albicans"
"7367","Qualea multiflora",-15.8525,-48.9592,"Qualea multiflora"
"7368","Qualea parviflora",-7.36,-39.476944,"Qualea parviflora"
"7369","Qualea grandiflora",-20.466667,-55.783333,"Qualea grandiflora"
"7370","Qualea grandiflora",-18.828056,-48.324722,"Qualea grandiflora"
"7371","Miconia albicans",-12.151944,-37.853611,"Miconia albicans"
"7372","Qualea cordata",-23.353,-48.5184,"Qualea cordata"
"7373","Qualea parviflora",-9.8380555,-44.5497222,"Qualea parviflora"
"7374","Qualea multiflora",-17.966667,-48.566667,"Qualea multiflora"
"7375","Miconia albicans",-10.116111,-36.231389,"Miconia albicans"
"7376","Psittacanthus robustus",-13.780278,-44.910833,"Psittacanthus robustus"
"7377","Qualea grandiflora",-19.305833,-43.616111,"Qualea grandiflora"
"7378","Qualea grandiflora",-18.470881,-44.122039,"Qualea grandiflora"
"7379","Qualea parviflora",-19.218139,-57.850556,"Qualea parviflora"
"7380","Miconia albicans",-22.0333333,-47.5,"Miconia albicans"
"7381","Campomanesia adamantium",-10.8339,-52.8731,"Campomanesia adamantium"
"7382","Miconia albicans",-10.478333,-40.264444,"Miconia albicans"
"7383","Vochysia elliptica",-18.280278,-43.971389,"Vochysia elliptica"
"7384","Vochysia cinnamomea",-22.3553,-49.0297,"Vochysia cinnamomea"
"7385","Qualea cordata",-10.8339,-52.8731,"Qualea cordata"
"7386","Miconia albicans",-8.5,-36,"Miconia albicans"
