species,lon,lat,n,
1748,Salvertia convallariodora,-43.74472,-19.51361,1
1749,Salvertia convallariodora,-51.995278,-18.439444,1
1750,Salvertia convallariodora,-49.786389,-19.213333,1
1751,Salvertia convallariodora,-48.393056,-19.181667,1
1752,Salvertia convallariodora,-47.266667,-19.333333,1
1753,Salvertia convallariodora,-47.16,-19.2,1
1754,Salvertia convallariodora,-45.066667,-18.416667,1
1755,Salvertia convallariodora,-43.713056,-19.170556,1
1756,Salvertia convallariodora,-61.5,-17.5,1
1757,Salvertia convallariodora,-53.272778,-18.261111,1
1758,Salvertia convallariodora,-51.711944,-17.900278,1
1759,Salvertia convallariodora,-50.608056,-18.341389,1
1760,Salvertia convallariodora,-48.313889,-17.551311,1
1761,Salvertia convallariodora,-48.133611,-18.006111,1
1762,Salvertia convallariodora,-46.161389,-17.768056,1
1763,Salvertia convallariodora,-45.227494,-18.205287,1
1764,Salvertia convallariodora,-43.538889,-17.560833,1
1765,Salvertia convallariodora,-64.435,-16.7261,1
1766,Salvertia convallariodora,-54.63556,-16.47083,1
1767,Salvertia convallariodora,-52.625556,-17.339722,1
1768,Salvertia convallariodora,-51.660833,-17.149167,1
1769,Salvertia convallariodora,-50.6375,-16.989722,1
1770,Salvertia convallariodora,-49.350562,-16.813234,1
1771,Salvertia convallariodora,-46.8475,-17.173889,1
1772,Salvertia convallariodora,-45.883333,-17.166667,1
1773,Salvertia convallariodora,-43.312222,-17.325,1
1774,Salvertia convallariodora,-62,-16,1
1775,Salvertia convallariodora,-58.291389,-16.368056,1
1776,Salvertia convallariodora,-57.267594,-15.8223,1
1777,Salvertia convallariodora,-57.207556,-15.64675,1
1778,Salvertia convallariodora,-56.07667,-15.86583,1
1779,Salvertia convallariodora,-54.364167,-15.462778,1
1780,Salvertia convallariodora,-54.213611,-15.659167,1
1781,Salvertia convallariodora,-52.74,-16.2,1
1782,Salvertia convallariodora,-50.302778,-15.496111,1
1783,Salvertia convallariodora,-48.918889,-15.815,1
1784,Salvertia convallariodora,-47.67,-15.67,1
1785,Salvertia convallariodora,-46.247971,-15.871086,1
1786,Salvertia convallariodora,-46.172989,-16.165163,1
1787,Salvertia convallariodora,-44.742528,-15.574306,1
1788,Salvertia convallariodora,-42.182778,-15.5875,1
1789,Salvertia convallariodora,-60.8414,-14.5792,1
1790,Salvertia convallariodora,-59.779167,-14.516667,1
1791,Salvertia convallariodora,-56.25,-14.616667,1
1792,Salvertia convallariodora,-55.716667,-15.333333,1
1793,Salvertia convallariodora,-55.233333,-14.633333,1
1794,Salvertia convallariodora,-54.040833,-15.230556,1
1795,Salvertia convallariodora,-52.35306,-14.67333,1
1796,Salvertia convallariodora,-49.916667,-14.516667,1
1797,Salvertia convallariodora,-48.966667,-14.55,1
1798,Salvertia convallariodora,-47.427778,-15.351389,1
1799,Salvertia convallariodora,-47,-15.116667,1
1800,Salvertia convallariodora,-45.95417,-15.34583,1
1801,Salvertia convallariodora,-44.683611,-15.3325,1
1802,Salvertia convallariodora,-60.8128,-13.8986,1
1803,Salvertia convallariodora,-59.95,-13.7333333,1
1804,Salvertia convallariodora,-56.533333,-13.866667,1
1805,Salvertia convallariodora,-52.15833,-14.05028,1
1806,Salvertia convallariodora,-49.291389,-14.198333,1
1807,Salvertia convallariodora,-48.3125,-13.586111,1
1808,Salvertia convallariodora,-48.066667,-14.2,1
1809,Salvertia convallariodora,-46.259719,-14.143508,1
1810,Salvertia convallariodora,-45.783333,-13.6575,1
1811,Salvertia convallariodora,-44.666667,-14.381389,1
1812,Salvertia convallariodora,-44.197778,-14.234722,1
1813,Salvertia convallariodora,-64.67083,-12.47666,1
1814,Salvertia convallariodora,-60.347222,-12.521111,1
1815,Salvertia convallariodora,-56.3,-12.6,1
1816,Salvertia convallariodora,-51.866667,-12.9,1
1817,Salvertia convallariodora,-49.528056,-12.738611,1
1818,Salvertia convallariodora,-48.245833,-12.7975,1
1819,Salvertia convallariodora,-48.117222,-13.05,1
1820,Salvertia convallariodora,-46.865833,-13.243056,1
1821,Salvertia convallariodora,-46.009444,-12.969722,1
1822,Salvertia convallariodora,-45.033333,-12.665,1
1823,Salvertia convallariodora,-42.753333,-13.089722,1
1824,Salvertia convallariodora,-41,-13,1
1825,Salvertia convallariodora,-66.559722,-11.543056,1
1826,Salvertia convallariodora,-62.066111,-12.265833,1
1827,Salvertia convallariodora,-61.02,-12.22,1
1828,Salvertia convallariodora,-50.943972,-11.580528,1
1829,Salvertia convallariodora,-48.772778,-11.775833,1
1830,Salvertia convallariodora,-47.34,-12.24,1
1831,Salvertia convallariodora,-47.211111,-11.593611,1
1832,Salvertia convallariodora,-46,-11.45,1
1833,Salvertia convallariodora,-44.983333,-12.15,1
1834,Salvertia convallariodora,-42.6125,-11.618611,1
1835,Salvertia convallariodora,-66.25,-11.36667,1
1836,Salvertia convallariodora,-65.75,-11.083333,1
1837,Salvertia convallariodora,-52.8731,-10.8339,1
1838,Salvertia convallariodora,-50.5,-10.416667,1
1839,Salvertia convallariodora,-48.262778,-10.42,1
1840,Salvertia convallariodora,-48.094722,-10.455833,1
1841,Salvertia convallariodora,-46.606583,-10.591,1
1842,Salvertia convallariodora,-46.142,-10.630639,1
1843,Salvertia convallariodora,-44.819722,-11.159722,1
1844,Salvertia convallariodora,-43.366417,-10.680167,1
1845,Salvertia convallariodora,-42.720556,-11.106667,1
1846,Salvertia convallariodora,-56.815,-10.346667,1
1847,Salvertia convallariodora,-55.455556,-9.504167,1
1848,Salvertia convallariodora,-48.6,-9.899722,1
1849,Salvertia convallariodora,-48.096389,-10.294167,1
1850,Salvertia convallariodora,-46.252778,-10.339722,1
1851,Salvertia convallariodora,-61.654167,-8.436944,1
1852,Salvertia convallariodora,-47.88,-9.18,1
1853,Salvertia convallariodora,-47.093889,-8.709167,1
1854,Salvertia convallariodora,-63.833333,-7.6,1
1855,Salvertia convallariodora,-63.166667,-7.516667,1
1856,Salvertia convallariodora,-62.13,-7.6,1
1857,Salvertia convallariodora,-49.854833,-8.233833,1
1858,Salvertia convallariodora,-46.338889,-7.437778,1
1859,Salvertia convallariodora,-45.8166667,-8.2333333,1
1860,Salvertia convallariodora,-48.372222,-7.357222,1
1861,Salvertia convallariodora,-48.237222,-7.328056,1
1862,Salvertia convallariodora,-45.35,-7.155833,1
1863,Salvertia convallariodora,-44.476864,-6.392611,1
1864,Salvertia convallariodora,-42.146389,-7.017778,1
1865,Salvertia convallariodora,-36.48,-6.66,1
1866,Salvertia convallariodora,-48.45,-6.216667,1
1867,Salvertia convallariodora,-47.49167,-5.52667,1
1868,Salvertia convallariodora,-46.669958,-5.595106,1
1869,Salvertia convallariodora,-46.157788,-5.873846,1
1870,Salvertia convallariodora,-43.715556,-5.725611,1
1871,Salvertia convallariodora,-36.48,-5.58,1
1872,Salvertia convallariodora,-43.425,-4.815,1
1873,Salvertia convallariodora,-43.188889,-4.815,1
1874,Salvertia convallariodora,-41.633333,-5.283333,1
1875,Salvertia convallariodora,-44.358611,-3.3925,1
1876,Salvertia convallariodora,-42.56,-3.499722,1
1877,Salvertia convallariodora,-41.833333,-3.433333,1
1878,Salvertia convallariodora,-54.916667,-2.483333,1
1879,Salvertia convallariodora,-42.826389,-2.746944,1
1880,Salvertia convallariodora,-40.561501,-3.314212,1
1881,Salvertia convallariodora,-54.65,-1.883333,1
1882,Salvertia convallariodora,-54.186944,-2.026111,1
1883,Salvertia convallariodora,-49.498481,-2.241489,1
1884,Salvertia convallariodora,-48.51545,-0.756331,1
1885,Salvertia convallariodora,-51.35319,-0.178816,1
1886,Salvertia convallariodora,-51.114119,0.196728,1
1887,Salvertia convallariodora,-56.0333333,2.1,1
1888,Schistochlamys ruficapillus,-49.3608,-24.1086,1
1889,Schistochlamys ruficapillus,-46.316667,-23.783333,1
1890,Schistochlamys ruficapillus,-48.4,-22.783333,1
1891,Schistochlamys ruficapillus,-44.57,-22.5,1
1892,Schistochlamys ruficapillus,-42.98,-22.43,1
1893,Schistochlamys ruficapillus,-46.4834,-20.3501,1
1894,Schistochlamys ruficapillus,-44.23147,-19.46485,1
1895,Schistochlamys ruficapillus,-42.366667,-20.083333,1
1896,Schistochlamys ruficapillus,-43.6189,-19.3481,1
1897,Tersina viridis,-55.769785,-27.178924,1
1898,Tersina viridis,-54.434214,-26.937715,1
1899,Tersina viridis,-53.8018,-26.5723,1
1900,Tersina viridis,-54.451,-25.688,1
1901,Tersina viridis,-48.833333,-26.3,1
1902,Tersina viridis,-48.1,-24.53,1
1903,Tersina viridis,-55.896339,-23.404383,1
1904,Tersina viridis,-48.45,-23.71667,1
1905,Tersina viridis,-47.866667,-24.333333,1
1906,Tersina viridis,-45.412502,-23.761309,1
1907,Tersina viridis,-55.533333,-23.266667,1
1908,Tersina viridis,-44.57,-22.5,1
1909,Tersina viridis,-43.35,-22.91667,1
1910,Tersina viridis,-42.3662,-22.3926,1
1911,Tersina viridis,-44.7877,-22.3553,1
1912,Tersina viridis,-51.4833,-21.1,1
1913,Tersina viridis,-49.5,-20.58333,1
1914,Tersina viridis,-46.5234,-20.309,1
1915,Tersina viridis,-42.37,-20.08,1
1916,Tersina viridis,-63.78,-18.82,1
1917,Tersina viridis,-59.6,-18.4,1
1918,Tersina viridis,-54.75,-18.5,1
1919,Tersina viridis,-44.15,-18.8,1
1920,Tersina viridis,-63.661437,-17.459607,1
1921,Tersina viridis,-55.75,-15.41667,1
1922,Tersina viridis,-49.5,-16.36667,1
1923,Tersina viridis,-67.528333,-14.442222,1
1924,Tersina viridis,-49.03333,-14.58333,1
1925,Tersina viridis,-51.683618,-14.078614,1
1926,Tersina viridis,-48.9,-13.62,1
1927,Tersina viridis,-47.516667,-14.116667,1
1928,Tersina viridis,-40.1001,-14.3834,1
1929,Tersina viridis,-54.0332,-12.49964,1
1930,Tersina viridis,-41.5166,-13.27567,1
1931,Tersina viridis,-55.932,-9.5981,1
1932,Tersina viridis,-55,-10,1
1933,Tersina viridis,-37.21667,-8.25,1
1934,Tersina viridis,-59.66667,-5.28333,1
1935,Thraupis sayaca,-58.4225,-33.666,1
1936,Thraupis sayaca,-59.310561,-33.145805,1
1937,Thraupis sayaca,-58.209042,-31.867094,1
1938,Thraupis sayaca,-59.0167,-31.1333,1
1939,Thraupis sayaca,-58.013822,-30.74098,1
1940,Thraupis sayaca,-58.98,-29.62,1
1941,Thraupis sayaca,-54.81667,-29.88333,1
1942,Thraupis sayaca,-57.196042,-28.545957,1
1943,Thraupis sayaca,-51.159036,-29.230862,1
1944,Thraupis sayaca,-58.031629,-28.015451,1
1945,Thraupis sayaca,-55.654,-28.173,1
1946,Thraupis sayaca,-55.7777,-27.1844,1
1947,Thraupis sayaca,-53.8018,-26.5723,1
1948,Thraupis sayaca,-52.45,-27.36667,1
1949,Thraupis sayaca,-57.5,-25.616667,1
1950,Thraupis sayaca,-54.52,-25.87,1
1951,Thraupis sayaca,-53.9,-25.9833,1
1952,Thraupis sayaca,-48.83333,-26.3,1
1953,Thraupis sayaca,-57.6667,-25.2667,1
1954,Thraupis sayaca,-47.633333,-24.583333,1
1955,Thraupis sayaca,-65.3,-24.18333,1
1956,Thraupis sayaca,-56.300007,-23.803673,1
1957,Thraupis sayaca,-48.4167,-24.2667,1
1958,Thraupis sayaca,-47.866667,-24.333333,1
1959,Thraupis sayaca,-46.738129,-23.520102,1
1960,Thraupis sayaca,-45.3026,-23.5684,1
1961,Thraupis sayaca,-45.0645,-23.3958,1
1962,Thraupis sayaca,-49.93742,-22.772117,1
1963,Thraupis sayaca,-46.641048,-23.057273,1
1964,Thraupis sayaca,-45.534444,-22.719444,1
1965,Thraupis sayaca,-44.5581,-22.9578,1
1966,Thraupis sayaca,-43.3,-22.73333,1
1967,Thraupis sayaca,-42.3662,-22.3926,1
1968,Thraupis sayaca,-59.95,-22,1
1969,Thraupis sayaca,-51.88,-21.57,1
1970,Thraupis sayaca,-49.75,-21.666667,1
1971,Thraupis sayaca,-49.066667,-22.316667,1
1972,Thraupis sayaca,-47.8867,-22.2361,1
1973,Thraupis sayaca,-47.03,-21.9,1
1974,Thraupis sayaca,-44.7334,-22.3667,1
1975,Thraupis sayaca,-55.8,-20.46667,1
1976,Thraupis sayaca,-54.816667,-21.283333,1
1977,Thraupis sayaca,-51.4833,-21.1,1
1978,Thraupis sayaca,-50.416667,-21.2,1
1979,Thraupis sayaca,-49.5,-20.58333,1
1980,Thraupis sayaca,-44.1501,-21.1167,1
1981,Thraupis sayaca,-51.18333,-19.66667,1
1982,Thraupis sayaca,-43.4834,-20.3667,1
1983,Thraupis sayaca,-42.553365,-19.50243,1
1984,Thraupis sayaca,-40.287175,-20.352681,1
1985,Thraupis sayaca,-57.633333,-19.15,1
1986,Thraupis sayaca,-54.75,-18.5,1
1987,Thraupis sayaca,-50.86667,-18.88333,1
1988,Thraupis sayaca,-41.904965,-18.809821,1
1989,Thraupis sayaca,-40.0645,-19.1456,1
1990,Thraupis sayaca,-54.63333,-16.46667,1
1991,Thraupis sayaca,-49.26679,-16.70103,1
1992,Thraupis sayaca,-49.233333,-16.416667,1
1993,Thraupis sayaca,-56.6167,-16.3834,1
1994,Thraupis sayaca,-56.08333,-15.58333,1
1995,Thraupis sayaca,-52.25,-15.916667,1
1996,Thraupis sayaca,-52.24128,-15.89948,1
1997,Thraupis sayaca,-49.75,-15.82099,1
1998,Thraupis sayaca,-49.03333,-14.58333,1
1999,Thraupis sayaca,-47.27291,-15.234948,1
2000,Thraupis sayaca,-39.5709,-15.3851,1
2001,Thraupis sayaca,-48.9,-13.62,1
2002,Thraupis sayaca,-47.516667,-14.116667,1
2003,Thraupis sayaca,-47.2,-13.4,1
2004,Thraupis sayaca,-39.41667,-14.3,1
2005,Thraupis sayaca,-48.083333,-12.483333,1
2006,Thraupis sayaca,-41.38884,-12.541917,1
2007,Thraupis sayaca,-44.53,-11,1
2008,Thraupis sayaca,-43.65,-10.72,1
2009,Thraupis sayaca,-37.8,-9.65,1
2010,Thraupis sayaca,-36.526213,-9.423338,1
2011,Thraupis sayaca,-35.78884,-9.518745,1
2012,Thraupis sayaca,-36.015789,-9.166196,1
2013,Thraupis sayaca,-38.476126,-3.768122,1
2014,Thraupis sayaca,-75.725807,1.487474,1
2015,Trembleya laniflora,-44.233889,-20.735278,1
2016,Trembleya laniflora,-41.716667,-20.483333,1
2017,Trembleya laniflora,-44.261944,-20.037222,1
2018,Trembleya laniflora,-43.93778,-19.92083,1
2019,Trembleya laniflora,-49.561944,-19.273,1
2020,Trembleya laniflora,-45.44222,-18.78778,1
2021,Trembleya laniflora,-43.71417,-19.16917,1
2022,Trembleya laniflora,-43.620778,-18.182917,1
2023,Trembleya laniflora,-52.8731,-10.8339,1
2024,Vochysia cinnamomea,-56,-23,1
2025,Vochysia cinnamomea,-49.9922,-22.5303,1
2026,Vochysia cinnamomea,-48.283333,-22.8,1
2027,Vochysia cinnamomea,-47.5022,-23.270419,1
2028,Vochysia cinnamomea,-50.9788,-22.3714,1
2029,Vochysia cinnamomea,-49.0297,-22.3553,1
2030,Vochysia cinnamomea,-47.88972,-22.01028,1
2031,Vochysia cinnamomea,-46.9422,-22.3722,1
2032,Vochysia cinnamomea,-55.637222,-20.443889,1
2033,Vochysia cinnamomea,-54.613611,-20.508889,1
2034,Vochysia cinnamomea,-52.73,-20.48,1
2035,Vochysia cinnamomea,-52.061667,-20.750556,1
2036,Vochysia cinnamomea,-49.246389,-20.543611,1
2037,Vochysia cinnamomea,-47.8103,-21.1775,1
2038,Vochysia cinnamomea,-46.514444,-20.506111,1
2039,Vochysia cinnamomea,-45.882111,-20.426583,1
2040,Vochysia cinnamomea,-44.742222,-21.290278,1
2041,Vochysia cinnamomea,-55.303611,-19.684167,1
2042,Vochysia cinnamomea,-54.45,-19.516667,1
2043,Vochysia cinnamomea,-52.338611,-19.872778,1
2044,Vochysia cinnamomea,-51.5375,-19.836111,1
2045,Vochysia cinnamomea,-47.433333,-19.85,1
2046,Vochysia cinnamomea,-46.905194,-20.291889,1
2047,Vochysia cinnamomea,-46.033333,-20.385,1
2048,Vochysia cinnamomea,-43.248576,-19.948004,1
2049,Vochysia cinnamomea,-55.865278,-18.884444,1
2050,Vochysia cinnamomea,-53.9,-18.966667,1
2051,Vochysia cinnamomea,-52.573889,-18.428333,1
2052,Vochysia cinnamomea,-51.995278,-18.439444,1
2053,Vochysia cinnamomea,-49.465,-18.96917,1
2054,Vochysia cinnamomea,-48.277222,-18.918611,1
2055,Vochysia cinnamomea,-48.092778,-19.039167,1
2056,Vochysia cinnamomea,-46.2547,-19.3451,1
2057,Vochysia cinnamomea,-43.576833,-19.229667,1
2058,Vochysia cinnamomea,-55.4,-17.766667,1
2059,Vochysia cinnamomea,-53.272778,-18.261111,1
2060,Vochysia cinnamomea,-52.05,-17.516667,1
2061,Vochysia cinnamomea,-46.450556,-18.373333,1
2062,Vochysia cinnamomea,-44,-18,1
2063,Vochysia cinnamomea,-54.582842,-16.459772,1
2064,Vochysia cinnamomea,-51.816667,-16.95,1
2065,Vochysia cinnamomea,-49.42639,-16.49611,1
2066,Vochysia cinnamomea,-48.533333,-16.766667,1
2067,Vochysia cinnamomea,-47.616167,-16.873,1
2068,Vochysia cinnamomea,-57.483917,-15.970833,1
2069,Vochysia cinnamomea,-57.203444,-15.640583,1
2070,Vochysia cinnamomea,-56.070833,-15.729167,1
2071,Vochysia cinnamomea,-48.763333,-15.8125,1
2072,Vochysia cinnamomea,-47.3344,-15.5372,1
2073,Vochysia cinnamomea,-45.266667,-16.366667,1
2074,Vochysia cinnamomea,-58.32,-14.58,1
2075,Vochysia cinnamomea,-56.25,-14.5,1
2076,Vochysia cinnamomea,-56.183333,-14.533333,1
2077,Vochysia cinnamomea,-52.484444,-14.887222,1
2078,Vochysia cinnamomea,-46.0625,-14.4375,1
2079,Vochysia cinnamomea,-39.075278,-15.293333,1
2080,Vochysia cinnamomea,-59.855,-13.487222,1
2081,Vochysia cinnamomea,-59.04,-13.68,1
2082,Vochysia cinnamomea,-58.033333,-14.333333,1
2083,Vochysia cinnamomea,-56.8,-14.166667,1
2084,Vochysia cinnamomea,-55.416667,-14.283333,1
2085,Vochysia cinnamomea,-55.079722,-14.039722,1
2086,Vochysia cinnamomea,-53.304444,-13.516944,1
2087,Vochysia cinnamomea,-50.274444,-13.463889,1
2088,Vochysia cinnamomea,-49.292222,-14.198333,1
2089,Vochysia cinnamomea,-47.4,-13.95,1
2090,Vochysia cinnamomea,-46.272222,-13.692222,1
2091,Vochysia cinnamomea,-44.534444,-14.183889,1
2092,Vochysia cinnamomea,-60.419444,-12.478056,1
2093,Vochysia cinnamomea,-60.208889,-12.523889,1
2094,Vochysia cinnamomea,-58.216667,-13.016667,1
2095,Vochysia cinnamomea,-56.366667,-12.616667,1
2096,Vochysia cinnamomea,-56.216667,-12.416667,1
2097,Vochysia cinnamomea,-55.226111,-13.3,1
2098,Vochysia cinnamomea,-44.636667,-13.343333,1
2099,Vochysia cinnamomea,-60.5,-12.21666,1
2100,Vochysia cinnamomea,-60.12,-12.31,1
2101,Vochysia cinnamomea,-56.183333,-12.366667,1
2102,Vochysia cinnamomea,-50.983611,-11.573611,1
2103,Vochysia cinnamomea,-47.716667,-11.666667,1
2104,Vochysia cinnamomea,-52.8731,-10.8339,1
2105,Vochysia cinnamomea,-50.729167,-11.135556,1
2106,Vochysia cinnamomea,-47.97,-10.75,1
2107,Vochysia cinnamomea,-47.142222,-11.146667,1
2108,Vochysia cinnamomea,-48.364444,-10.215833,1
2109,Vochysia cinnamomea,-47.75,-8.566667,1
2110,Vochysia elliptica,-47.692937,-22.117632,1
2111,Vochysia elliptica,-52.090833,-20.283611,1
2112,Vochysia elliptica,-46.787675,-20.343759,1
2113,Vochysia elliptica,-44.298089,-20.003811,1
2114,Vochysia elliptica,-43.74472,-19.51361,1
2115,Vochysia elliptica,-54.54,-19.08,1
2116,Vochysia elliptica,-51.11175,-19.305333,1
2117,Vochysia elliptica,-48.303611,-18.990556,1
2118,Vochysia elliptica,-45.7525,-18.636111,1
2119,Vochysia elliptica,-45.040555,-18.540278,1
2120,Vochysia elliptica,-43.733333,-18.766667,1
2121,Vochysia elliptica,-42.594722,-19.221389,1
2122,Vochysia elliptica,-57.875,-18.204917,1
2123,Vochysia elliptica,-53.31,-18.234444,1
2124,Vochysia elliptica,-51.711944,-17.900278,1
2125,Vochysia elliptica,-48.65,-17.766667,1
2126,Vochysia elliptica,-47.816758,-17.963478,1
2127,Vochysia elliptica,-46.1725,-17.74278,1
2128,Vochysia elliptica,-44.4525,-18.192222,1
2129,Vochysia elliptica,-43.522444,-17.574806,1
2130,Vochysia elliptica,-52.614167,-16.473333,1
2131,Vochysia elliptica,-51.756111,-16.708333,1
2132,Vochysia elliptica,-50.425556,-16.785,1
2133,Vochysia elliptica,-48.589722,-16.630278,1
2134,Vochysia elliptica,-47.806111,-16.454722,1
2135,Vochysia elliptica,-47.038888,-17.092777,1
2136,Vochysia elliptica,-43.265111,-16.962194,1
2137,Vochysia elliptica,-42.34306,-16.80444,1
2138,Vochysia elliptica,-54.95,-15.983333,1
2139,Vochysia elliptica,-53.725556,-16.2125,1
2140,Vochysia elliptica,-50.383333,-16.183333,1
2141,Vochysia elliptica,-48.931944,-15.721667,1
2142,Vochysia elliptica,-47.9503,-16.2525,1
2143,Vochysia elliptica,-46.516944,-16.008611,1
2144,Vochysia elliptica,-45.379722,-15.494167,1
2145,Vochysia elliptica,-42.441388,-15.442222,1
2146,Vochysia elliptica,-47.52444,-14.70583,1
2147,Vochysia elliptica,-46.03,-14.87,1
2148,Vochysia elliptica,-44.628889,-14.935833,1
2149,Vochysia elliptica,-43.831667,-14.828889,1
2150,Vochysia elliptica,-42.573056,-14.745556,1
2151,Vochysia elliptica,-48.35,-13.45,1
2152,Vochysia elliptica,-47.516667,-14.116667,1
2153,Vochysia elliptica,-47.080556,-13.929444,1
2154,Vochysia elliptica,-45.921389,-13.719167,1
2155,Vochysia elliptica,-43.831667,-14.162222,1
2156,Vochysia elliptica,-42.516667,-14.259444,1
2157,Vochysia elliptica,-41.81139,-13.57917,1
2158,Vochysia elliptica,-48.4025,-12.791111,1
2159,Vochysia elliptica,-47.080556,-13.079444,1
2160,Vochysia elliptica,-42.753333,-13.086111,1
2161,Vochysia elliptica,-41.884167,-13.368611,1
2162,Vochysia elliptica,-47.88,-12.14,1
2163,Vochysia elliptica,-46.362222,-11.821389,1
2164,Vochysia elliptica,-42.680556,-12.0375,1
2165,Vochysia elliptica,-52.8731,-10.8339,1
2166,Vochysia elliptica,-46.885958,-11.199575,1
2167,Vochysia elliptica,-48.32,-10.206667,1
2168,Vochysia elliptica,-48.216667,-10.283333,1
2169,Vochysia elliptica,-43.487222,-9.223611,1
2170,Vochysia elliptica,-44.181389,-7.52,1
2171,Vochysia elliptica,-80.244222,-6.157528,1
2172,Vochysia rufa,-48.743278,-22.813944,1
2173,Vochysia rufa,-49.3925,-21.860278,1
2174,Vochysia rufa,-52.73,-20.48,1
2175,Vochysia rufa,-51.407222,-20.361111,1
2176,Vochysia rufa,-49.516667,-19.916667,1
2177,Vochysia rufa,-47.3972,-20.2394,1
2178,Vochysia rufa,-43.67,-19.42,1
2179,Vochysia rufa,-51.995278,-18.439444,1
2180,Vochysia rufa,-48.981056,-19.09978,1
2181,Vochysia rufa,-48.041757,-18.854535,1
2182,Vochysia rufa,-45.541944,-18.598056,1
2183,Vochysia rufa,-44.4042,-19.2744,1
2184,Vochysia rufa,-43.966667,-18.633333,1
2185,Vochysia rufa,-56.875,-18.204917,1
2186,Vochysia rufa,-53.307778,-18.234167,1
2187,Vochysia rufa,-52.611944,-18.010833,1
2188,Vochysia rufa,-52.134722,-17.448889,1
2189,Vochysia rufa,-50.8,-18.133333,1
2190,Vochysia rufa,-49.09917,-17.73111,1
2191,Vochysia rufa,-47.595277,-18.099166,1
2192,Vochysia rufa,-46.635833,-17.419444,1
2193,Vochysia rufa,-45.83306,-18.33833,1
2194,Vochysia rufa,-45.150833,-17.43356,1
2195,Vochysia rufa,-43.522667,-18.12203,1
2196,Vochysia rufa,-64.435,-16.7261,1
2197,Vochysia rufa,-62,-16.41666,1
2198,Vochysia rufa,-52.666667,-16.45,1
2199,Vochysia rufa,-51.945833,-16.941111,1
2200,Vochysia rufa,-50.627222,-16.992056,1
2201,Vochysia rufa,-49.41666,-17.31666,1
2202,Vochysia rufa,-48.533333,-16.766667,1
2203,Vochysia rufa,-47.62,-16.77,1
2204,Vochysia rufa,-46.46,-17.17,1
2205,Vochysia rufa,-46.009444,-17.009722,1
2206,Vochysia rufa,-45.216667,-16.833333,1
2207,Vochysia rufa,-43.304722,-16.62,1
2208,Vochysia rufa,-42.88944,-16.55944,1
2209,Vochysia rufa,-61.4666667,-15.8666667,1
2210,Vochysia rufa,-58.43333,-16.35,1
2211,Vochysia rufa,-57.674722,-16.073889,1
2212,Vochysia rufa,-57.213278,-15.657806,1
2213,Vochysia rufa,-55.834167,-15.408611,1
2214,Vochysia rufa,-54.3,-15.683333,1
2215,Vochysia rufa,-53.675,-16.3302778,1
2216,Vochysia rufa,-52.25,-15.883333,1
2217,Vochysia rufa,-51.817778,-15.780833,1
2218,Vochysia rufa,-50.496389,-16.1725,1
2219,Vochysia rufa,-49.56972,-15.81194,1
2220,Vochysia rufa,-48.763333,-15.8125,1
2221,Vochysia rufa,-47.327777,-15.918888,1
2222,Vochysia rufa,-46.433333,-16.083333,1
2223,Vochysia rufa,-46.09,-15.55,1
2224,Vochysia rufa,-44.6,-15.53,1
2225,Vochysia rufa,-42.770278,-15.903889,1
2226,Vochysia rufa,-39.266667,-15.729722,1
2227,Vochysia rufa,-62.05,-14.4167,1
2228,Vochysia rufa,-60.8,-14.58333,1
2229,Vochysia rufa,-60.061111,-14.905555,1
2230,Vochysia rufa,-58.666667,-14.916667,1
2231,Vochysia rufa,-56.345,-15.121389,1
2232,Vochysia rufa,-55.840833,-15.301111,1
2233,Vochysia rufa,-54.040833,-15.230556,1
2234,Vochysia rufa,-52.33,-14.73,1
2235,Vochysia rufa,-50.5125,-15.23125,1
2236,Vochysia rufa,-49.4267,-15.2981,1
2237,Vochysia rufa,-48.4597,-14.4739,1
2238,Vochysia rufa,-47.549167,-15.278889,1
2239,Vochysia rufa,-46.783055,-14.5225,1
2240,Vochysia rufa,-45.95417,-15.34583,1
2241,Vochysia rufa,-45.1,-15.29,1
2242,Vochysia rufa,-60.81444,-13.90611,1
2243,Vochysia rufa,-60.188611,-13.689167,1
2244,Vochysia rufa,-58.755278,-14.315556,1
2245,Vochysia rufa,-58.033333,-14.333333,1
2246,Vochysia rufa,-54.72,-14.04,1
2247,Vochysia rufa,-51.81,-13.983056,1
2248,Vochysia rufa,-49.291389,-14.198333,1
2249,Vochysia rufa,-48.283333,-14.016666,1
2250,Vochysia rufa,-48.056944,-14.206111,1
2251,Vochysia rufa,-46.35666667,-14.11111111,1
2252,Vochysia rufa,-45.818056,-14,1
2253,Vochysia rufa,-44.48,-13.703611,1
2254,Vochysia rufa,-42.322778,-13.734444,1
2255,Vochysia rufa,-67.25,-13.08333,1
2256,Vochysia rufa,-66.6925,-13.21944,1
2257,Vochysia rufa,-64.112221,-12.68583,1
2258,Vochysia rufa,-59.026389,-13.354444,1
2259,Vochysia rufa,-53.566667,-13.2,1
2260,Vochysia rufa,-51.87,-12.9,1
2261,Vochysia rufa,-50.503333,-13.122778,1
2262,Vochysia rufa,-49.771667,-12.561667,1
2263,Vochysia rufa,-47.4725,-12.397222,1
2264,Vochysia rufa,-46.457222,-13.053889,1
2265,Vochysia rufa,-45.75,-13,1
2266,Vochysia rufa,-44.764556,-13.196194,1
2267,Vochysia rufa,-60.2949,-12.2907,1
